"signature","type","channel","fraction"
"ID5","3:Del:R","3:Del:R:4",0.00586707496479755
"ID5","3:Del:R","3:Del:R:5",0.00837891094972654
"ID5","4:Del:R","4:Del:R:0",0.0107912649352524
"ID5","4:Del:R","4:Del:R:1",0.00284356898293859
"ID5","4:Del:R","4:Del:R:2",0.000164643999012136
"ID5","4:Del:R","4:Del:R:3",0.00387781397673312
"ID5","4:Del:R","4:Del:R:4",0.00455725397265648
"ID5","4:Del:R","4:Del:R:5",0.00158443599049338
"ID5","5:Del:R","5:Del:R:0",0.0184479488893123
"ID5","5:Del:R","5:Del:R:1",0.00041033499753799
"ID5","5:Del:R","5:Del:R:2",0.00047092499717445
"ID5","5:Del:R","5:Del:R:3",0.000257166998456998
"ID5","5:Del:R","5:Del:R:4",9.72999994162001e-05
"ID5","5:Del:R","5:Del:R:5",0.000585017996489892
"ID5","2:Ins:R","2:Ins:R:0",0.00634945396190328
"ID5","2:Ins:R","2:Ins:R:1",0.0183876418896741
"ID5","2:Ins:R","2:Ins:R:2",0.0072079519567523
"ID5","2:Ins:R","2:Ins:R:3",0.00117229199296625
"ID5","2:Ins:R","2:Ins:R:4",6.87999995872e-05
"ID5","2:Ins:R","2:Ins:R:5",0.000994121994035269
"ID5","3:Ins:R","3:Ins:R:0",0.00379247797724513
"ID5","3:Ins:R","3:Ins:R:1",0.00612276096326343
"ID5","3:Ins:R","3:Ins:R:2",0.00114346799313919
"ID5","3:Ins:R","3:Ins:R:3",1.01999999388e-05
"ID5","3:Ins:R","3:Ins:R:4",1.17999999292e-05
"ID5","3:Ins:R","3:Ins:R:5",0.000102573999384556
"ID5","4:Ins:R","4:Ins:R:0",0.00243918598536488
"ID5","4:Ins:R","4:Ins:R:1",0.00361229797832621
"ID5","4:Ins:R","4:Ins:R:2",0.000376458997741246
"ID5","4:Ins:R","4:Ins:R:3",1.86999998878e-06
"ID5","4:Ins:R","4:Ins:R:4",6.40999996154e-06
"ID5","4:Ins:R","4:Ins:R:5",0.000635976996184138
"ID5","5:Ins:R","5:Ins:R:0",0.00475007097149957
"ID5","5:Ins:R","5:Ins:R:1",0.00479343097123941
"ID5","5:Ins:R","5:Ins:R:2",0.000298795998207224
"ID5","5:Ins:R","5:Ins:R:3",0.000165545999006724
"ID5","5:Ins:R","5:Ins:R:4",0.000126706999239758
"ID5","5:Ins:R","5:Ins:R:5",0.000626341996241948
"ID5","2:Del:M","2:Del:M:1",0.0286879458278723
"ID5","3:Del:M","3:Del:M:1",0.0131571469210571
"ID5","3:Del:M","3:Del:M:2",0.00900420994597475
"ID5","4:Del:M","4:Del:M:1",0.0087322019476068
"ID5","4:Del:M","4:Del:M:2",0.00604718696371688
"ID5","4:Del:M","4:Del:M:3",0.00344244197934535
"ID5","5:Del:M","5:Del:M:1",0.00861707294829757
"ID5","5:Del:M","5:Del:M:2",0.00785102095289388
"ID5","5:Del:M","5:Del:M:3",0.00715797495705215
"ID5","5:Del:M","5:Del:M:4",0.00249254898504471
"ID5","5:Del:M","5:Del:M:5",0.0011123669933258
"ID6","1:Del:C","1:Del:C:0",0.0305067990915204
"ID6","1:Del:C","1:Del:C:1",0.00549190301647571
"ID6","1:Del:C","1:Del:C:2",0.00803399402410198
"ID6","1:Del:C","1:Del:C:3",0.00110237900330714
"ID6","1:Del:C","1:Del:C:4",0.00247817000743451
"ID6","1:Del:C","1:Del:C:5",0.00132207300396622
"ID6","1:Del:T","1:Del:T:0",0.00428416201285249
"ID6","1:Del:T","1:Del:T:1",0.000677688002033064
"ID6","1:Del:T","1:Del:T:2",0.011659665034979
"ID6","1:Del:T","1:Del:T:3",0.0222423910667272
"ID6","1:Del:T","1:Del:T:4",0.0176971410530914
"ID6","1:Del:T","1:Del:T:5",0.00795434502386303
"ID6","1:Ins:C","1:Ins:C:0",0.00208688700626066
"ID6","1:Ins:C","1:Ins:C:1",0.0017734330053203
"ID6","1:Ins:C","1:Ins:C:2",0.000246169000738507
"ID6","1:Ins:C","1:Ins:C:3",0.000232169000696507
"ID6","1:Ins:C","1:Ins:C:4",0.000376592001129776
"ID6","1:Ins:C","1:Ins:C:5",0.000247997000743991
"ID6","1:Ins:T","1:Ins:T:0",0.00639625101918875
"ID6","1:Ins:T","1:Ins:T:1",0.00104118700312356
"ID6","1:Ins:T","1:Ins:T:2",0.000738848002216544
"ID6","1:Ins:T","1:Ins:T:3",0.000930638002791914
"ID6","1:Ins:T","1:Ins:T:4",0.00134985200404956
"ID6","1:Ins:T","1:Ins:T:5",0.0143900410431701
"ID6","2:Del:R","2:Del:R:0",0.00178364700535094
"ID6","2:Del:R","2:Del:R:1",0.00245434700736304
"ID6","2:Del:R","2:Del:R:2",0.0020886000062658
"ID6","2:Del:R","2:Del:R:3",0.000525746001577238
"ID6","2:Del:R","2:Del:R:4",0.000232527000697581
"ID6","2:Del:R","2:Del:R:5",0.000215685000647055
"ID6","3:Del:R","3:Del:R:0",0.00105104700315314
